country,subnational1,subnational2,threshold,area_ha,extent_2000_ha,extent_2010_ha,gain_2000-2020_ha,tc_loss_ha_2001,tc_loss_ha_2002,tc_loss_ha_2003,tc_loss_ha_2004,tc_loss_ha_2005,tc_loss_ha_2006,tc_loss_ha_2007,tc_loss_ha_2008,tc_loss_ha_2009,tc_loss_ha_2010,tc_loss_ha_2011,tc_loss_ha_2012,tc_loss_ha_2013,tc_loss_ha_2014,tc_loss_ha_2015,tc_loss_ha_2016,tc_loss_ha_2017,tc_loss_ha_2018,tc_loss_ha_2019,tc_loss_ha_2020,tc_loss_ha_2021,tc_loss_ha_2022,tc_loss_ha_2023
India,Uttar Pradesh,Lucknow,30,253976,1160,1453,3807,6,7,7,17,7,52,30,14,23,7,33,27,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Lucknow,50,253976,366,250,3807,4,4,6,11,4,33,18,10,12,3,17,15,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Lucknow,75,253976,32,16,3807,0,0,0,2,0,3,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Maharajganj,0,318731,318731,318731,1004,8,5,8,2,37,5,11,10,10,5,13,42,18,14,0,0,0,0,0,0,0,1,6
India,Uttar Pradesh,Maharajganj,10,318731,40600,41368,1004,6,3,7,2,35,4,9,8,8,4,10,22,9,4,0,0,0,0,0,0,0,0,3
India,Uttar Pradesh,Maharajganj,15,318731,37026,38592,1004,6,3,7,2,35,4,9,8,7,4,9,21,7,4,0,0,0,0,0,0,0,0,3
India,Uttar Pradesh,Maharajganj,20,318731,36068,38250,1004,6,3,6,2,34,4,9,8,7,4,9,20,7,3,0,0,0,0,0,0,0,0,3
India,Uttar Pradesh,Maharajganj,25,318731,33464,37649,1004,6,3,6,2,34,4,9,8,7,4,9,20,7,2,0,0,0,0,0,0,0,0,3
India,Uttar Pradesh,Maharajganj,30,318731,31937,35386,1004,6,3,6,2,34,4,9,8,7,4,9,20,6,1,0,0,0,0,0,0,0,0,3
India,Uttar Pradesh,Maharajganj,50,318731,23806,25695,1004,5,3,5,2,29,3,6,6,5,2,8,17,2,0,0,0,0,0,0,0,0,0,2
India,Uttar Pradesh,Maharajganj,75,318731,6838,4586,1004,3,2,2,0,15,2,2,4,3,1,3,10,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,0,283604,283604,283604,352,0,2,0,0,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,10,283604,998,335,352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,15,283604,754,221,352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,20,283604,707,203,352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,25,283604,451,174,352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,30,283604,111,116,352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,50,283604,5,14,352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mahoba,75,283604,0,1,352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,0,275040,275040,275040,426,0,0,1,2,1,2,5,7,5,3,3,20,1,0,0,0,0,0,0,0,0,0,2
India,Uttar Pradesh,Mainpuri,10,275040,578,1083,426,0,0,1,1,1,1,1,3,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,15,275040,444,578,426,0,0,1,1,1,1,1,3,2,0,1,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,20,275040,387,432,426,0,0,1,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,25,275040,325,284,426,0,0,1,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,30,275040,148,137,426,0,0,1,1,0,1,1,2,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,50,275040,54,11,426,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mainpuri,75,275040,3,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,0,337399,337399,337399,508,0,1,1,8,2,1,13,1,4,1,3,4,1,0,0,0,0,0,0,0,0,0,1
India,Uttar Pradesh,Mathura,10,337399,672,1535,508,0,0,0,3,1,0,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,15,337399,518,1089,508,0,0,0,3,1,0,5,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,20,337399,438,1030,508,0,0,0,3,1,0,4,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,25,337399,372,869,508,0,0,0,3,1,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,30,337399,304,568,508,0,0,0,3,1,0,4,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,50,337399,124,189,508,0,0,0,2,1,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mathura,75,337399,31,9,508,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,0,206654,206654,206654,965,1,3,6,2,6,5,2,2,13,4,1,5,2,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,10,206654,2007,6587,965,1,3,4,2,3,3,1,1,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,15,206654,1259,4280,965,1,2,4,2,3,3,1,1,8,2,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,20,206654,1213,3854,965,1,2,4,2,2,3,1,1,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,25,206654,1036,3266,965,1,2,4,2,2,3,1,1,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,30,206654,176,2088,965,1,2,4,2,2,3,1,1,7,2,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,50,206654,75,445,965,1,2,3,2,2,2,1,1,5,1,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mau,75,206654,27,8,965,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Meerut,0,260507,260507,260507,1121,4,4,4,5,10,9,33,16,35,6,37,49,2,1,0,0,0,0,1,0,1,2,56
India,Uttar Pradesh,Meerut,10,260507,6654,1946,1121,1,1,1,1,1,2,5,1,5,2,6,6,0,0,0,0,0,0,0,0,0,0,1
India,Uttar Pradesh,Meerut,15,260507,5954,1225,1121,1,1,0,0,1,2,5,1,5,2,5,4,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Meerut,20,260507,5805,1160,1121,1,1,0,0,0,2,4,1,2,2,4,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Meerut,25,260507,4881,1087,1121,1,1,0,0,0,2,3,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Meerut,30,260507,729,710,1121,1,1,0,0,0,2,3,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Meerut,50,260507,149,119,1121,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Meerut,75,260507,4,0,1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,0,451742,451742,451742,343,0,2,1,4,3,2,2,2,7,0,1,5,4,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,10,451742,1468,716,343,0,1,1,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,15,451742,553,368,343,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,20,451742,474,312,343,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,25,451742,279,252,343,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,30,451742,76,126,343,0,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,50,451742,13,13,343,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Mirzapur,75,451742,2,0,343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,0,210602,210602,210602,1303,4,2,2,4,9,10,5,10,11,9,17,15,12,7,0,0,0,1,0,1,0,1,3
India,Uttar Pradesh,Moradabad,10,210602,464,546,1303,1,0,0,0,1,2,1,1,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,15,210602,355,315,1303,1,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,20,210602,331,299,1303,1,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,25,210602,272,275,1303,1,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,30,210602,62,167,1303,1,0,0,0,1,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,50,210602,13,39,1303,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Moradabad,75,210602,1,2,1303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Muzaffarnagar,0,273061,273061,273061,3358,5,4,6,10,8,11,36,25,30,10,47,64,8,2,1,0,0,1,0,3,2,3,33
India,Uttar Pradesh,Muzaffarnagar,10,273061,7993,4182,3358,0,1,1,1,0,2,4,3,3,1,7,8,0,0,0,0,0,0,0,0,0,0,2
India,Uttar Pradesh,Muzaffarnagar,15,273061,6131,2322,3358,0,1,0,1,0,2,4,3,3,1,6,6,0,0,0,0,0,0,0,0,0,0,1
India,Uttar Pradesh,Muzaffarnagar,20,273061,5799,2201,3358,0,0,0,1,0,1,3,2,3,1,5,6,0,0,0,0,0,0,0,0,0,0,1
India,Uttar Pradesh,Muzaffarnagar,25,273061,4461,1972,3358,0,0,0,1,0,1,2,2,2,1,5,6,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Muzaffarnagar,30,273061,336,1206,3358,0,0,0,1,0,1,2,2,2,0,5,5,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Muzaffarnagar,50,273061,32,277,3358,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Muzaffarnagar,75,273061,2,70,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pilibhit,0,359157,359157,359157,2283,12,15,6,5,13,11,22,28,8,17,7,50,18,19,0,0,0,15,0,0,0,0,18
India,Uttar Pradesh,Pilibhit,10,359157,59258,57637,2283,5,4,3,2,6,5,17,18,4,11,4,24,2,14,0,0,0,15,0,0,0,0,6
India,Uttar Pradesh,Pilibhit,15,359157,56221,54477,2283,5,4,2,2,5,4,16,17,4,10,3,23,2,13,0,0,0,15,0,0,0,0,6
India,Uttar Pradesh,Pilibhit,20,359157,55135,53866,2283,4,3,2,2,3,3,12,13,3,8,3,20,2,13,0,0,0,15,0,0,0,0,5
India,Uttar Pradesh,Pilibhit,25,359157,52570,53095,2283,4,3,2,2,3,3,11,13,3,7,3,19,2,13,0,0,0,15,0,0,0,0,3
India,Uttar Pradesh,Pilibhit,30,359157,51081,50411,2283,4,3,2,2,3,3,11,13,3,7,3,15,2,13,0,0,0,15,0,0,0,0,2
India,Uttar Pradesh,Pilibhit,50,359157,35013,35619,2283,0,1,1,0,0,1,4,6,1,3,1,3,1,9,0,0,0,11,0,0,0,0,0
India,Uttar Pradesh,Pilibhit,75,359157,2320,1482,2283,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,0,371568,371568,371568,2515,0,1,0,2,1,3,4,4,6,1,2,2,4,1,5,0,0,0,0,0,0,0,4
India,Uttar Pradesh,Pratapgarh,10,371568,3123,4744,2515,0,0,0,0,0,1,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,15,371568,2407,2799,2515,0,0,0,0,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,20,371568,2334,2345,2515,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,25,371568,2163,1968,2515,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,30,371568,115,984,2515,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,50,371568,23,141,2515,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Pratapgarh,75,371568,3,3,2515,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,0,327076,327076,327076,1956,0,1,0,2,1,3,3,1,4,1,2,3,0,3,0,0,0,0,0,0,0,0,6
India,Uttar Pradesh,Rae Bareli,10,327076,2094,2372,1956,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,15,327076,1730,1386,1956,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,20,327076,1670,1167,1956,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,25,327076,1483,930,1956,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,30,327076,73,496,1956,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,50,327076,16,68,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rae Bareli,75,327076,6,6,1956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,0,257084,257084,257084,1785,9,4,4,4,7,6,5,8,10,7,6,12,19,7,0,0,0,0,0,0,0,0,20
India,Uttar Pradesh,Rampur,10,257084,4089,5220,1785,6,1,2,1,2,3,1,5,4,2,2,5,2,0,0,0,0,0,0,0,0,0,1
India,Uttar Pradesh,Rampur,15,257084,3744,4310,1785,6,1,1,1,2,3,1,4,3,2,2,4,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,20,257084,3624,4239,1785,6,1,1,1,2,2,1,4,3,2,2,4,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,25,257084,3503,4117,1785,5,1,1,1,2,2,1,4,3,2,2,3,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,30,257084,3333,3481,1785,5,1,1,1,2,2,1,4,3,2,2,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,50,257084,2435,2189,1785,4,0,0,0,1,1,0,1,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Rampur,75,257084,368,235,1785,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,0,372025,372025,372025,8950,4,10,6,20,27,19,42,88,52,52,24,39,18,2,0,2,2,6,10,8,8,3,74
India,Uttar Pradesh,Saharanpur,10,372025,25228,22831,8950,2,2,1,2,4,5,6,16,10,10,3,7,2,0,0,1,0,0,0,0,0,0,6
India,Uttar Pradesh,Saharanpur,15,372025,23250,20198,8950,2,2,1,2,3,5,5,14,8,9,3,5,1,0,0,1,0,0,0,0,0,0,5
India,Uttar Pradesh,Saharanpur,20,372025,22528,19797,8950,2,1,1,1,3,4,5,10,6,7,3,5,1,0,0,1,0,0,0,0,0,0,5
India,Uttar Pradesh,Saharanpur,25,372025,21102,18915,8950,2,1,1,1,3,4,5,10,6,7,3,5,1,0,0,1,0,0,0,0,0,0,4
India,Uttar Pradesh,Saharanpur,30,372025,19899,17358,8950,2,1,1,1,3,4,5,10,6,7,3,5,1,0,0,1,0,0,0,0,0,0,4
India,Uttar Pradesh,Saharanpur,50,372025,12113,9505,8950,1,1,0,1,1,2,1,2,2,3,2,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Saharanpur,75,372025,1352,1089,8950,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,0,213644,213644,213644,228,1,2,0,2,2,4,2,4,4,1,6,9,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,10,213644,149,15,228,1,0,0,1,1,3,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,15,213644,137,7,228,1,0,0,1,1,3,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,20,213644,131,6,228,1,0,0,1,1,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,25,213644,109,5,228,0,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,30,213644,19,1,228,0,0,0,1,0,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,50,213644,6,0,228,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sambhal,75,213644,1,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,0,132684,132684,132684,564,2,7,2,1,1,2,2,2,3,1,4,11,4,4,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,10,132684,1399,2491,564,1,6,1,1,1,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,15,132684,646,1717,564,1,5,1,1,1,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,20,132684,594,1579,564,1,5,1,1,1,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,25,132684,389,1343,564,1,5,1,1,1,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,30,132684,182,964,564,1,5,1,1,1,2,1,2,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,50,132684,76,349,564,1,3,0,1,0,1,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Kabir Nagar,75,132684,22,53,564,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,0,100916,100916,100916,270,0,0,0,1,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,10,100916,723,668,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,15,100916,561,423,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,20,100916,557,375,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,25,100916,511,333,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,30,100916,16,181,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,50,100916,6,37,270,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sant Ravi Das Nagar,75,100916,2,1,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,0,465191,465191,465191,1649,30,4,7,17,20,20,9,14,13,11,10,32,4,4,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,10,465191,7576,8224,1649,23,2,4,8,11,13,3,7,6,4,5,15,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,15,465191,7143,6790,1649,22,2,4,8,11,13,3,7,6,4,4,15,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,20,465191,6945,6608,1649,22,2,4,7,10,12,2,6,6,3,4,14,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,25,465191,6466,6345,1649,22,2,4,7,10,12,2,6,6,2,4,14,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,30,465191,5698,5281,1649,22,2,4,7,10,12,2,6,6,2,4,14,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,50,465191,2555,1693,1649,18,1,2,3,7,10,1,4,4,0,3,11,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shahjahanpur,75,465191,177,35,1649,11,1,1,2,4,7,0,2,2,0,2,8,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shamli,0,131834,131834,131834,564,1,1,1,3,6,3,14,11,7,12,7,16,2,2,0,0,0,0,1,0,1,0,24
India,Uttar Pradesh,Shamli,10,131834,784,738,564,0,0,0,0,1,1,3,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0,2
India,Uttar Pradesh,Shamli,15,131834,709,550,564,0,0,0,0,1,1,3,1,1,3,2,2,0,0,0,0,0,0,1,0,0,0,1
India,Uttar Pradesh,Shamli,20,131834,635,534,564,0,0,0,0,0,1,3,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,1
India,Uttar Pradesh,Shamli,25,131834,510,502,564,0,0,0,0,0,1,3,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,1
India,Uttar Pradesh,Shamli,30,131834,222,327,564,0,0,0,0,0,1,3,1,1,2,2,2,0,0,0,0,0,0,1,0,0,0,1
India,Uttar Pradesh,Shamli,50,131834,64,94,564,0,0,0,0,0,1,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shamli,75,131834,4,13,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Shravasti,0,315223,315223,315223,3084,27,3,3,23,5,6,32,9,18,11,65,25,32,5,0,11,32,5,4,0,0,1,11
India,Uttar Pradesh,Shravasti,10,315223,33061,33376,3084,22,2,2,15,4,5,27,7,14,8,59,18,23,3,0,10,29,4,4,0,0,1,8
India,Uttar Pradesh,Shravasti,15,315223,31729,30022,3084,21,2,1,15,4,5,26,7,14,8,58,18,23,3,0,10,28,4,3,0,0,1,8
India,Uttar Pradesh,Shravasti,20,315223,31326,29624,3084,20,2,1,14,3,5,25,7,13,7,56,17,23,3,0,10,28,4,3,0,0,1,8
India,Uttar Pradesh,Shravasti,25,315223,30572,28910,3084,16,2,1,14,3,5,24,7,13,7,55,17,22,3,0,10,27,4,3,0,0,1,8
India,Uttar Pradesh,Shravasti,30,315223,29554,26449,3084,16,2,1,14,3,5,24,7,13,7,55,17,22,3,0,9,27,4,3,0,0,1,7
India,Uttar Pradesh,Shravasti,50,315223,23812,13143,3084,3,2,1,9,3,4,16,6,11,2,44,12,17,2,0,6,19,2,1,0,0,0,3
India,Uttar Pradesh,Shravasti,75,315223,5595,1989,3084,1,1,0,4,1,2,7,3,7,0,23,6,3,0,0,1,2,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,0,347860,347860,347860,1218,2,7,6,9,13,5,10,5,5,3,3,25,9,8,0,0,0,0,0,0,0,0,1
India,Uttar Pradesh,Siddharth Nagar,10,347860,2692,7344,1218,2,4,2,2,7,2,4,2,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,15,347860,1667,4781,1218,2,4,2,2,6,1,3,1,3,1,0,4,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,20,347860,1442,4395,1218,2,4,1,2,5,1,3,1,2,1,0,4,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,25,347860,1179,3684,1218,2,3,1,1,4,1,2,1,2,1,0,3,1,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,30,347860,721,2477,1218,2,3,1,1,4,1,2,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,50,347860,262,586,1218,1,2,1,0,1,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Siddharth Nagar,75,347860,39,75,1218,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sitapur,0,578044,578044,578044,6906,152,24,23,50,37,102,88,63,52,34,67,120,6,4,0,0,0,0,0,0,1,1,2
India,Uttar Pradesh,Sitapur,10,578044,5856,4410,6906,137,16,10,25,20,59,45,28,25,15,35,59,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sitapur,15,578044,4784,2447,6906,136,16,10,24,19,58,45,27,24,14,34,58,0,0,0,0,0,0,0,0,0,0,0
India,Uttar Pradesh,Sitapur,20,578044,4565,1999,6906,135,15,10,23,18,55,42,24,23,13,34,56,0,0,0,0,0,0,0,0,0,0,0
